Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz)
C1,T736,Mem Tile,7,1024,320,4,2000000000.0
C1,T737,Mem Tile,52,1024,320,4,2000000000.0
C1,T739,Mem Tile,4,1024,320,4,2000000000.0
C1,T741,Mem Tile,4,1024,320,4,2000000000.0
C1,T742,Mem Tile,77,1024,320,4,2000000000.0
C1,T744,Mem Tile,10,1024,320,4,2000000000.0
C1,T745,Mem Tile,77,1024,320,4,2000000000.0
C1,T747,Mem Tile,10,1024,320,4,2000000000.0
C1,T749,Mem Tile,10,1024,320,4,2000000000.0
C1,T750,Mem Tile,77,1024,320,4,2000000000.0
C1,T752,Mem Tile,4,1024,320,4,2000000000.0
C1,T754,Mem Tile,4,1024,320,4,2000000000.0
C1,T755,Mem Tile,52,1024,320,4,2000000000.0
C1,T757,Mem Tile,7,1024,320,4,2000000000.0
C1,T758,Mem Tile,26,1024,320,4,2000000000.0
